supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day,month,year
tumaini,2,1,263,500,237,cash,yes,no,no,no,no,no,no,26/08/2017,no,15:57,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017
tumaini,3,1,259,260,1,cash,yes,no,no,no,no,no,no,26/08/2017,no,13:51,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017
tumaini,2,1,235,1000,765,cash,yes,no,no,no,no,no,no,26/08/2017,no,16:53,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017
tuskys,7,2,1128,1128,0,card,yes,no,no,yes,no,no,no,29/08/2017,no,17:38,evening,chain,ongata rongai,mid,Tuesday,weekday,no,29,8,2017
cleanshelf,2,1,330,450,120,cash,yes,no,no,no,no,no,no,3/9/2017,no,17:32,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,3,2,142,142,0,cash,yes,no,no,no,no,yes,no,3/9/2017,no,16:26,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,2,115,200,85,cash,yes,no,yes,no,no,no,no,3/9/2017,no,17:45,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,5,2,327,1000,673,cash,yes,no,no,no,no,yes,no,3/9/2017,no,14:49,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,2,155,155,0,mpesa,no,yes,yes,no,no,no,no,3/9/2017,no,14:42,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
,1,1,60,60,0,cash,no,no,no,no,no,yes,no,3/9/2017,no,13:18,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,292,1000,708,cash,no,no,no,no,no,yes,no,3/9/2017,no,15:09,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,4,3,476,1000,524,cash,yes,yes,no,yes,no,no,no,3/9/2017,no,17:20,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,7,2,660,1000,340,cash,yes,yes,no,no,no,no,no,3/9/2017,no,15:21,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,4,3,370,500,130,cash,yes,yes,no,yes,no,no,no,3/9/2017,no,15:32,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,13,4,1172,2000,828,cash,yes,yes,no,yes,no,yes,no,3/9/2017,no,15:20,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,4,2,303,1000,697,cash,yes,no,yes,no,no,no,no,3/9/2017,no,16:14,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,3,2,186,200,14,cash,yes,no,no,no,no,yes,no,3/9/2017,no,15:04,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,25,100,75,cash,no,no,yes,no,no,no,no,3/9/2017,no,15:39,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,2,75,500,425,cash,no,yes,yes,no,no,no,no,3/9/2017,no,16:51,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,10,4,694,1000,306,cash,yes,yes,yes,no,no,yes,no,3/9/2017,no,17:10,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,2,90,100,10,cash,yes,no,no,no,no,yes,no,3/9/2017,no,17:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,195,200,5,cash,no,no,no,yes,no,no,no,3/9/2017,no,17:24,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,40,100,60,cash,no,yes,no,no,no,no,no,3/9/2017,no,15:49,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,90,100,10,cash,yes,no,no,no,no,no,no,3/9/2017,no,13:19,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,2,138,500,362,cash,no,yes,yes,no,no,no,no,3/9/2017,no,15:29,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,300,500,200,cash,yes,no,no,no,no,no,no,3/9/2017,no,15:29,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,2,95,1000,905,cash,no,yes,yes,no,no,no,no,3/9/2017,no,15:34,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,80,500,420,cash,no,yes,no,no,no,no,no,3/9/2017,no,11:24,morning,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,6,4,295,500,205,cash,yes,yes,no,yes,no,yes,no,3/9/2017,no,15:33,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,180,200,20,cash,yes,no,no,no,no,no,no,3/9/2017,no,17:01,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,80,100,20,cash,no,yes,no,no,no,no,no,3/9/2017,no,17:30,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,1,96,100,4,cash,yes,no,no,no,no,no,no,3/9/2017,no,17:43,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,6,2,700,1000,300,cash,no,no,no,yes,no,yes,no,3/9/2017,no,16:49,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,2,165,200,35,cash,no,yes,yes,no,no,no,no,3/9/2017,no,15:03,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,3,2,145,150,5,cash,no,yes,no,yes,no,no,no,3/9/2017,no,16:14,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,1,140,200,60,cash,no,yes,no,no,no,no,no,3/9/2017,no,17:25,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,3,1,330,500,170,cash,no,no,no,yes,no,no,no,3/9/2017,no,15:54,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,125,200,75,cash,no,no,no,no,no,yes,no,3/9/2017,no,16:11,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,12,3,1360,2000,640,cash,yes,no,yes,yes,no,no,no,3/9/2017,no,16:12,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,3,2,270,300,30,cash,yes,no,yes,no,no,no,no,3/9/2017,no,16:09,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,20,20,0,cash,no,no,no,no,no,yes,no,3/9/2017,no,16:10,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,290,300,10,cash,no,yes,no,no,no,no,no,3/9/2017,no,16:10,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,8,3,541,1000,459,cash,yes,no,no,yes,no,yes,no,3/9/2017,no,16:15,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,2,140,200,60,cash,yes,yes,no,no,no,no,no,3/9/2017,no,16:28,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,125,205,80,cash,no,no,no,yes,no,no,no,3/9/2017,no,16:36,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,3,1,455,100,545,cash,no,yes,no,no,no,no,no,3/9/2017,no,16:02,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,1,240,250,10,cash,yes,no,no,no,no,no,no,3/9/2017,no,16:25,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,125,200,75,cash,yes,no,no,no,no,no,no,3/9/2017,no,17:22,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,11,2,1287,1300,13,cash,yes,no,yes,no,no,no,no,3/9/2017,no,14:06,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,4,2,320,500,180,cash,no,yes,no,no,no,yes,no,3/9/2017,no,15:44,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,5,5,0,cash,no,yes,no,no,no,no,no,3/9/2017,no,16:45,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,100,100,0,cash,yes,no,no,no,no,no,no,3/9/2017,no,17:31,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,10,10,0,cash,no,no,no,no,no,yes,no,3/9/2017,no,13:04,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,3,2,408,408,0,card,yes,no,yes,no,no,no,no,3/9/2017,no,15:31,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,120,120,0,cash,yes,no,no,no,no,no,no,3/9/2017,no,17:28,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,3,1,348,1000,652,cash,yes,no,no,no,no,no,no,3/9/2017,no,16:24,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,4,1,379,1000,621,cash,yes,no,no,no,no,no,no,3/9/2017,no,16:50,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,1,115,120,5,cash,yes,no,no,no,no,no,no,3/9/2017,no,14:40,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,3,2,209,220,11,cash,yes,yes,no,no,no,no,no,3/9/2017,no,14:35,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,3,1,135,135,0,cash,no,no,yes,no,no,no,no,3/9/2017,no,16:46,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,120,150,30,cash,no,no,yes,no,no,no,no,3/9/2017,no,17:40,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,25,25,0,cash,no,yes,no,no,no,no,no,3/9/2017,no,16:15,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,65,200,135,cash,yes,no,no,no,no,no,no,3/9/2017,no,17:25,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,3,2,1233,1500,267,cash,yes,no,no,no,yes,no,no,3/9/2017,no,17:29,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,5,3,263,400,137,cash,yes,no,no,yes,no,yes,no,3/9/2017,no,16:51,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,40,40,0,cash,no,no,no,no,no,yes,no,3/9/2017,no,16:35,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,40,40,0,cash,no,no,no,no,no,yes,no,3/9/2017,no,17:42,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,1,200,500,300,cash,yes,no,no,no,no,no,no,3/9/2017,no,14:47,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,295,500,205,cash,no,no,no,no,no,yes,no,3/9/2017,no,13:37,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,155,1000,845,cash,yes,no,no,no,no,no,no,3/9/2017,no,17:54,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,90,100,10,cash,yes,no,no,no,no,no,no,3/9/2017,no,16:50,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,90,100,10,cash,no,yes,no,no,no,no,no,3/9/2017,no,14:55,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,65,100,35,cash,no,no,no,no,no,yes,no,3/9/2017,no,16:40,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,4,2,380,500,120,cash,no,yes,yes,no,no,no,no,3/9/2017,no,15:04,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,45,100,55,cash,no,yes,no,no,no,no,no,3/9/2017,no,14:34,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,2,375,400,25,cash,yes,yes,no,no,no,no,no,3/9/2017,no,16:11,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,3,2,125,500,375,cash,no,yes,no,yes,no,no,no,3/9/2017,no,14:32,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,2,2,86,100,14,cash,yes,yes,no,no,no,no,no,3/9/2017,no,14:18,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
cleanshelf,1,1,360,400,40,cash,no,no,no,no,no,yes,no,3/9/2017,no,15:40,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017
tumaini,4,2,417,1000,583,cash,no,yes,yes,no,no,no,no,8/9/2017,no,19:03,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,5,2,399,399,0,cash,yes,no,no,yes,no,no,no,8/9/2017,no,19:00,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,4,3,687,700,13,cash,yes,no,yes,yes,no,no,no,8/9/2017,no,19:02,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,5,1,753,1000,247,cash,yes,no,no,no,no,no,no,8/9/2017,no,18:04,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,11,2,1990,2000,10,cash,yes,no,no,yes,no,no,no,8/9/2017,no,19:20,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,2,1,110,120,10,cash,yes,no,no,no,no,no,no,8/9/2017,no,18:28,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,230,500,270,cash,no,no,no,no,no,yes,no,8/9/2017,no,19:25,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,4,3,211,500,289,cash,yes,no,no,yes,no,yes,no,8/9/2017,no,17:29,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,40,50,10,cash,no,yes,no,no,no,no,no,8/9/2017,no,17:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,50,100,50,cash,no,no,no,yes,no,no,no,8/9/2017,no,19:04,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,2,1,90,100,10,cash,yes,no,no,no,no,no,no,8/9/2017,no,19:10,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,158,200,42,cash,no,yes,no,no,no,no,no,8/9/2017,no,17:17,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,2,2,100,1000,900,cash,no,yes,yes,no,no,no,no,8/9/2017,no,18:46,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,4,3,405,1000,595,cash,yes,yes,no,yes,no,no,no,8/9/2017,no,19:24,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,60,100,40,cash,no,no,yes,no,no,no,no,8/9/2017,no,16:31,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,2,2,160,200,40,cash,yes,no,no,yes,no,no,no,8/9/2017,no,18:05,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,60,100,40,cash,no,no,yes,no,no,no,no,8/9/2017,no,17:58,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,3,1,124,500,376,cash,yes,no,no,no,no,no,no,8/9/2017,no,16:58,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,100,500,400,cash,yes,no,no,no,no,no,no,8/9/2017,no,18:32,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,5,1,468,500,32,cash,yes,no,no,no,no,no,no,8/9/2017,no,17:43,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,5,3,451,500,49,cash,yes,yes,yes,no,no,no,no,8/9/2017,no,19:28,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,3,1,468,1000,532,cash,yes,no,no,no,no,no,no,8/9/2017,no,19:08,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,2,1,212,250,38,cash,yes,no,no,no,no,no,no,8/9/2017,no,18:55,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,50,1000,950,cash,no,yes,no,no,no,no,no,8/9/2017,no,18:46,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,45,100,55,cash,yes,no,no,no,no,no,no,8/9/2017,no,18:20,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,8,4,982,1000,10,cash,yes,yes,yes,no,no,yes,no,8/9/2017,no,18:05,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,63,65,2,cash,no,no,yes,no,no,no,no,8/9/2017,no,19:31,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,5,4,462,500,38,cash,yes,yes,no,yes,no,yes,no,8/9/2017,no,18:27,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,2,1,110,500,390,cash,no,no,yes,no,no,no,no,8/9/2017,no,18:30,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,2,2,129,200,71,cash,no,yes,yes,no,no,no,no,8/9/2017,no,18:13,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,3,2,449,500,51,cash,yes,no,no,no,no,yes,no,8/9/2017,no,18:09,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,85,200,115,cash,no,no,no,yes,no,no,no,8/9/2017,no,18:38,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,150,500,350,cash,no,no,yes,no,no,no,no,8/9/2017,no,18:11,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,3,1,265,500,235,cash,yes,no,no,no,no,no,no,8/9/2017,no,18:14,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,4,3,186,200,14,cash,yes,no,yes,no,no,yes,no,8/9/2017,no,18:10,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,3,2,160,200,40,cash,yes,no,no,no,no,yes,no,8/9/2017,no,19:06,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,65,200,135,cash,no,yes,no,no,no,no,no,8/9/2017,no,18:23,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,5,1,254,254,0,cash,yes,no,no,no,no,no,no,8/9/2017,no,19:20,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,107,150,43,cash,no,yes,no,no,no,no,no,8/9/2017,no,18:29,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,2,2,90,100,10,cash,yes,no,yes,no,no,no,no,8/9/2017,no,17:57,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,90,100,10,cash,no,yes,no,no,no,no,no,8/9/2017,no,20:01,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,25,30,5,cash,no,no,yes,no,no,no,no,8/9/2017,no,12:05,afternoon,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,9,4,1247,2000,753,cash,yes,no,yes,yes,no,yes,no,8/9/2017,no,17:18,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,3,2,201,201,0,cash,yes,no,no,yes,no,no,no,8/9/2017,no,18:16,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,60,60,0,cash,yes,no,no,no,no,no,no,8/9/2017,no,18:19,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,3,2,238,500,262,cash,yes,yes,no,no,no,no,no,8/9/2017,no,17:32,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,6,3,562,1000,438,cash,yes,no,yes,yes,no,no,no,8/9/2017,no,19:38,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,50,50,0,cash,yes,no,no,no,no,no,no,8/9/2017,no,11:08,morning,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,30,30,0,cash,no,yes,no,no,no,no,no,8/9/2017,no,17:40,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,5,1,477,1000,523,cash,yes,no,no,no,no,no,no,8/9/2017,no,16:26,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,180,1000,820,cash,yes,no,no,no,no,no,no,8/9/2017,no,18:42,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,6,4,611,1000,389,cash,yes,yes,no,yes,no,yes,no,8/9/2017,no,18:06,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,5,2,547,1000,453,cash,yes,no,no,yes,no,no,no,8/9/2017,no,16:57,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,4,2,255,1000,745,cash,no,yes,yes,no,no,no,no,8/9/2017,no,18:03,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,2,1,153,200,47,cash,yes,no,no,no,no,no,no,8/9/2017,no,19:10,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,60,100,40,cash,yes,no,no,no,no,no,no,8/9/2017,no,17:37,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,55,60,5,cash,yes,no,no,no,no,no,no,8/9/2017,no,17:27,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,145,500,355,cash,no,yes,no,no,no,no,no,8/9/2017,no,18:13,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,100,1000,900,cash,no,yes,no,no,no,no,no,8/9/2017,no,18:35,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,10,20,10,cash,no,no,no,no,no,yes,no,8/9/2017,no,17:40,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,2,1,123,1000,877,cash,yes,no,no,no,no,no,no,8/9/2017,no,19:17,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,3,3,100,200,32,cash,yes,yes,yes,no,no,no,no,8/9/2017,no,19:15,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,3,2,205,250,45,cash,yes,yes,no,no,no,no,no,8/9/2017,no,17:59,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,150,200,50,cash,no,no,yes,no,no,no,no,8/9/2017,no,17:34,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,5,3,359,400,41,cash,yes,yes,no,no,no,yes,no,8/9/2017,no,17:56,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,3,1,504,1000,496,cash,no,no,no,yes,no,no,no,8/9/2017,no,18:43,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,10,495,485,cash,no,no,no,yes,no,yes,no,8/9/2017,no,18:44,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,2,1,92,100,8,cash,yes,no,no,no,no,no,no,8/9/2017,no,18:12,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,3,2,153,200,47,cash,yes,yes,no,no,no,no,no,8/9/2017,no,17:07,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,5,2,516,520,4,cash,yes,no,no,no,no,yes,no,8/9/2017,no,19:32,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,325,350,25,cash,no,no,no,yes,no,yes,no,8/9/2017,no,19:09,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,60,500,440,cash,no,no,yes,no,no,no,no,8/9/2017,no,17:02,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,3,2,419,419,0,cash,yes,no,no,yes,no,no,no,8/9/2017,no,18:19,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,55,100,45,cash,no,no,yes,no,no,no,no,8/9/2017,no,15:43,afternoon,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,55,70,15,cash,no,no,yes,no,no,no,no,8/9/2017,no,15:01,afternoon,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,6,4,618,1000,382,cash,yes,yes,yes,no,no,yes,no,8/9/2017,no,16:54,afternoon,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,70,70,0,cash,no,no,no,yes,no,no,no,8/9/2017,no,19:24,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,4,1,246,250,4,cash,no,no,yes,no,no,no,no,8/9/2017,no,19:12,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,170,170,0,cash,yes,no,no,no,no,no,no,8/9/2017,no,18:10,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,61,65,4,cash,no,no,no,yes,no,no,no,8/9/2017,no,19:29,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,5,3,235,500,265,cash,yes,yes,no,no,no,yes,no,8/9/2017,no,17:20,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,40,50,10,cash,no,no,yes,no,no,no,no,8/9/2017,no,16:19,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,140,140,0,cash,no,yes,no,no,no,no,no,8/9/2017,no,17:46,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,55,55,0,cash,no,no,yes,no,no,no,no,8/9/2017,no,17:46,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
tumaini,1,1,50,200,150,cash,no,no,no,yes,no,no,no,8/9/2017,no,17:27,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017
acacia,1,1,90,100,10,cash,yes,no,no,no,no,no,no,20/05/2017,no,19:33,night,small,saika,mid,saturday,weekend,no,20,5,2017
nakumatt,3,1,381,1000,619,cash,yes,no,no,no,no,no,no,28/08/2017,yes,21:06,night,chain,junction,mid,Monday,weekday,no,28,8,2017
large neema,2,1,130,200,70,cash,yes,no,no,no,no,no,no,29/05/2017,no,19:25,night,small,kangundo road,mid,Monday,weekday,no,29,5,2017
nakumatt,1,1,1250,1250,0,mpesa,no,no,no,yes,no,no,no,28/08/2017,yes,21:03,night,chain,junction,mid,Monday,weekday,no,28,8,2017
nakumatt,1,1,49,100,51,cash,yes,no,no,no,no,no,no,29/08/2017,yes,10:23,morning,chain,junction,mid,Tuesday,weekday,no,29,8,2017
interstrat,1,1,800,2000,1200,cash,no,no,yes,no,no,no,no,16/06/2017,yes,19:15,night,small,karen,high,Friday,weekday,no,16,6,2017
acacia,4,2,310,1000,690,cash,yes,no,no,no,no,yes,no,17/06/2017,no,13:50,afternoon,small,saika,mid,saturday,weekend,no,17,6,2017
